text,tokens,ner_tags,spacy_ner_tags
Y a-t-il des itinéraires alternatifs en bus pour aller de MITRY-MORY à BOULOGNE-BILLANCOURT ?,"['Y', 'a', '-t', '-il', 'des', 'itinéraires', 'alternatifs', 'en', 'bus', 'pour', 'aller', 'de', 'MITRY', '-', 'MORY', 'à', 'BOULOGNE', '-', 'BILLANCOURT', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 58, 'end': 68, 'label': 'DEP'}, {'start': 71, 'end': 91, 'label': 'ARR'}]"
Comment faire pour se rendre de PÉRIGUEUX à CARPENTRAS en minimisant les coûts ?,"['Comment', 'faire', 'pour', 'se', 'rendre', 'de', 'PÉRIGUEUX', 'à', 'CARPENTRAS', 'en', 'minimisant', 'les', 'coûts', '?']","[0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 32, 'end': 41, 'label': 'DEP'}, {'start': 44, 'end': 54, 'label': 'ARR'}]"
Quel est le trajet le plus rapide pour aller de COMBS-LA-VILLE à LE GRAND-QUEVILLY sans changement ?,"['Quel', 'est', 'le', 'trajet', 'le', 'plus', 'rapide', 'pour', 'aller', 'de', 'COMBS-LA-VILLE', 'à', 'LE', 'GRAND-QUEVILLY', 'sans', 'changement', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[{'start': 48, 'end': 62, 'label': 'DEP'}, {'start': 65, 'end': 82, 'label': 'ARR'}]"
Quels sont les trajets disponibles entre MARCQ-EN-BARŒUL et HÉNIN-BEAUMONT en transport partagé ?,"['Quels', 'sont', 'les', 'trajets', 'disponibles', 'entre', 'MARCQ-EN-BARŒUL', 'et', 'HÉNIN', '-', 'BEAUMONT', 'en', 'transport', 'partagé', '?']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 41, 'end': 56, 'label': 'DEP'}, {'start': 60, 'end': 74, 'label': 'ARR'}]"
Comment aller de PERTUIS à LORMONT sans dévier vers d'autres arrêts ?,"['Comment', 'aller', 'de', 'PERTUIS', 'à', 'LORMONT', 'sans', 'dévier', 'vers', ""d'"", 'autres', 'arrêts', '?']","[0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[{'start': 17, 'end': 24, 'label': 'DEP'}, {'start': 27, 'end': 34, 'label': 'ARR'}]"
Puis-je voyager de nuit de SAVIGNY-SUR-ORGE à CARCASSONNE en transport direct ?,"['Puis', '-je', 'voyager', 'de', 'nuit', 'de', 'SAVIGNY-SUR-ORGE', 'à', 'CARCASSONNE', 'en', 'transport', 'direct', '?']","[0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0]","[{'start': 27, 'end': 43, 'label': 'DEP'}, {'start': 46, 'end': 57, 'label': 'ARR'}]"
Quels sont les meilleurs trajets pour aller de SAINT-LAURENT-DU-MARONI à MARCQ-EN-BARŒUL sans changement ?,"['Quels', 'sont', 'les', 'meilleurs', 'trajets', 'pour', 'aller', 'de', 'SAINT-LAURENT-DU-MARONI', 'à', 'MARCQ-EN-BARŒUL', 'sans', 'changement', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]","[{'start': 47, 'end': 70, 'label': 'DEP'}, {'start': 73, 'end': 88, 'label': 'ARR'}]"
Quels sont les horaires de covoiturage entre CROIX et CRÉTEIL sans arrêt ?,"['Quels', 'sont', 'les', 'horaires', 'de', 'covoiturage', 'entre', 'CROIX', 'et', 'CRÉTEIL', 'sans', 'arrêt', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]","[{'start': 45, 'end': 50, 'label': 'DEP'}, {'start': 54, 'end': 61, 'label': 'ARR'}]"
Combien de temps faut-il pour aller de IVRY-SUR-SEINE à ANNEMASSE sans s’arrêter ?,"['Combien', 'de', 'temps', 'faut', '-il', 'pour', 'aller', 'de', 'IVRY-SUR-SEINE', 'à', 'ANNEMASSE', 'sans', 's’', 'arrêter', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0]","[{'start': 39, 'end': 53, 'label': 'DEP'}, {'start': 56, 'end': 65, 'label': 'ARR'}]"
Est-ce qu'il y a une liaison régulière de LE CREUSOT à LA CHAPELLE-SUR-ERDRE en tram ?,"['Est', '-ce', ""qu'"", 'il', 'y', 'a', 'une', 'liaison', 'régulière', 'de', 'LE', 'CREUSOT', 'à', 'LA', 'CHAPELLE-SUR-ERDRE', 'en', 'tram', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 42, 'end': 52, 'label': 'DEP'}, {'start': 55, 'end': 76, 'label': 'ARR'}]"
Quels sont les trajets de ANTIBES vers CONFLANS-SAINTE-HONORINE avec peu d’embouteillages ?,"['Quels', 'sont', 'les', 'trajets', 'de', 'ANTIBES', 'vers', 'CONFLANS', '-', 'SAINTE', '-', 'HONORINE', 'avec', 'peu', 'd’', 'embouteillages', '?']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 26, 'end': 33, 'label': 'DEP'}, {'start': 39, 'end': 63, 'label': 'ARR'}]"
Puis-je accéder à MONTAUBAN depuis BÉTHUNE avec une correspondance rapide ?,"['Puis', '-je', 'accéder', 'à', 'MONTAUBAN', 'depuis', 'BÉTHUNE', 'avec', 'une', 'correspondance', 'rapide', '?']","[0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0]","[{'start': 35, 'end': 42, 'label': 'DEP'}, {'start': 18, 'end': 27, 'label': 'ARR'}]"
Comment voyager de IVRY-SUR-SEINE à MÂCON en transport public avec un itinéraire direct ?,"['Comment', 'voyager', 'de', 'IVRY-SUR-SEINE', 'à', 'MÂCON', 'en', 'transport', 'public', 'avec', 'un', 'itinéraire', 'direct', '?']","[0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 19, 'end': 33, 'label': 'DEP'}, {'start': 36, 'end': 41, 'label': 'ARR'}]"
Quels trajets directs de GRADIGNAN à SAINTE-FOY-LÈS-LYON permettent de limiter les changements ?,"['Quels', 'trajets', 'directs', 'de', 'GRADIGNAN', 'à', 'SAINTE-FOY-LÈS-LYON', 'permettent', 'de', 'limiter', 'les', 'changements', '?']","[0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0]","[{'start': 25, 'end': 34, 'label': 'DEP'}, {'start': 37, 'end': 56, 'label': 'ARR'}]"
Y a-t-il un bus qui fait la liaison entre VIENNE et COMPIÈGNE en ligne directe ?,"['Y', 'a', '-t', '-il', 'un', 'bus', 'qui', 'fait', 'la', 'liaison', 'entre', 'VIENNE', 'et', 'COMPIÈGNE', 'en', 'ligne', 'directe', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0]","[{'start': 42, 'end': 48, 'label': 'DEP'}, {'start': 52, 'end': 61, 'label': 'ARR'}]"
Quels sont les itinéraires en vélo entre HAGUENAU et REIMS ?,"['Quels', 'sont', 'les', 'itinéraires', 'en', 'vélo', 'entre', 'HAGUENAU', 'et', 'REIMS', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 41, 'end': 49, 'label': 'DEP'}, {'start': 53, 'end': 58, 'label': 'ARR'}]"
Est-il possible de prendre un tram direct de THIONVILLE à BAGNOLET ?,"['Est-il', 'possible', 'de', 'prendre', 'un', 'tram', 'direct', 'de', 'THIONVILLE', 'à', 'BAGNOLET', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 45, 'end': 55, 'label': 'DEP'}, {'start': 58, 'end': 66, 'label': 'ARR'}]"
Quel est le trajet de CHÂTELLERAULT à TRAPPES avec le moins d'attente ?,"['Quel', 'est', 'le', 'trajet', 'de', 'CHÂTELLERAULT', 'à', 'TRAPPES', 'avec', 'le', 'moins', ""d'"", 'attente', '?']","[0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0]","[{'start': 22, 'end': 35, 'label': 'DEP'}, {'start': 38, 'end': 45, 'label': 'ARR'}]"
Peux-tu trouver un trajet sans frais supplémentaires de KOUROU à CHÂTEAUROUX ?,"['Peux', '-', 'tu', 'trouver', 'un', 'trajet', 'sans', 'frais', 'supplémentaires', 'de', 'KOUROU', 'à', 'CHÂTEAUROUX', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 56, 'end': 62, 'label': 'DEP'}, {'start': 65, 'end': 76, 'label': 'ARR'}]"
Quels sont les trajets disponibles entre SURESNES et MURET avec peu de correspondances ?,"['Quels', 'sont', 'les', 'trajets', 'disponibles', 'entre', 'SURESNES', 'et', 'MURET', 'avec', 'peu', 'de', 'correspondances', '?']","[0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 41, 'end': 49, 'label': 'DEP'}, {'start': 53, 'end': 58, 'label': 'ARR'}]"
Puis-je aller de SAINTE-ANNE à SAINT-FONS en transport public avec Wi-Fi ?,"['Puis', '-je', 'aller', 'de', 'SAINTE-ANNE', 'à', 'SAINT-FONS', 'en', 'transport', 'public', 'avec', 'Wi', '-', 'Fi', '?']","[0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 17, 'end': 28, 'label': 'DEP'}, {'start': 31, 'end': 41, 'label': 'ARR'}]"
Y a-t-il des trains directs entre SAINT-RAPHAËL et VIENNE pendant la nuit ?,"['Y', 'a', '-t', '-il', 'des', 'trains', 'directs', 'entre', 'SAINT-RAPHAËL', 'et', 'VIENNE', 'pendant', 'la', 'nuit', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0]","[{'start': 34, 'end': 47, 'label': 'DEP'}, {'start': 51, 'end': 57, 'label': 'ARR'}]"
Comment aller de MAMOUDZOU à CHEVILLY-LARUE en évitant les routes nationales ?,"['Comment', 'aller', 'de', 'MAMOUDZOU', 'à', 'CHEVILLY', '-', 'LARUE', 'en', 'évitant', 'les', 'routes', 'nationales', '?']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 17, 'end': 26, 'label': 'DEP'}, {'start': 29, 'end': 43, 'label': 'ARR'}]"
Combien coûte un trajet direct en taxi de VILLEURBANNE à SAINT-SÉBASTIEN-SUR-LOIRE ?,"['Combien', 'coûte', 'un', 'trajet', 'direct', 'en', 'taxi', 'de', 'VILLEURBANNE', 'à', 'SAINT-SÉBASTIEN-SUR-LOIRE', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 42, 'end': 54, 'label': 'DEP'}, {'start': 57, 'end': 82, 'label': 'ARR'}]"
Quels sont les trajets directs en bus entre CROIX et EYSINES avec moins d'arrêts ?,"['Quels', 'sont', 'les', 'trajets', 'directs', 'en', 'bus', 'entre', 'CROIX', 'et', 'EYSINES', 'avec', 'moins', ""d'"", 'arrêts', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 44, 'end': 49, 'label': 'DEP'}, {'start': 53, 'end': 60, 'label': 'ARR'}]"
Puis-je voyager de SAINT-PIERRE à LE CANNET avec un minimum de changement ?,"['Puis', '-je', 'voyager', 'de', 'SAINT-PIERRE', 'à', 'LE', 'CANNET', 'avec', 'un', 'minimum', 'de', 'changement', '?']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 19, 'end': 31, 'label': 'DEP'}, {'start': 34, 'end': 43, 'label': 'ARR'}]"
Quels sont les trajets avec un accès facile de LA ROCHELLE à VILLEFRANCHE-SUR-SAÔNE ?,"['Quels', 'sont', 'les', 'trajets', 'avec', 'un', 'accès', 'facile', 'de', 'LA', 'ROCHELLE', 'à', 'VILLEFRANCHE-SUR-SAÔNE', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","[{'start': 47, 'end': 58, 'label': 'DEP'}, {'start': 61, 'end': 83, 'label': 'ARR'}]"
Y a-t-il des trajets directs pour aller de MONS-EN-BARŒUL à MAMOUDZOU en fin de semaine ?,"['Y', 'a', '-t', '-il', 'des', 'trajets', 'directs', 'pour', 'aller', 'de', 'MONS-EN-BARŒUL', 'à', 'MAMOUDZOU', 'en', 'fin', 'de', 'semaine', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 43, 'end': 57, 'label': 'DEP'}, {'start': 60, 'end': 69, 'label': 'ARR'}]"
Quel est le coût d'un trajet de nuit de BÉZIERS à SAINT-DIÉ-DES-VOSGES ?,"['Quel', 'est', 'le', 'coût', ""d'"", 'un', 'trajet', 'de', 'nuit', 'de', 'BÉZIERS', 'à', 'SAINT-DIÉ-DES-VOSGES', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 40, 'end': 47, 'label': 'DEP'}, {'start': 50, 'end': 70, 'label': 'ARR'}]"
Quels sont les horaires de transports partagés pour aller de LE CHESNAY-ROCQUENCOURT à LILLE ?,"['Quels', 'sont', 'les', 'horaires', 'de', 'transports', 'partagés', 'pour', 'aller', 'de', 'LE', 'CHESNAY', '-', 'ROCQUENCOURT', 'à', 'LILLE', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","[{'start': 61, 'end': 84, 'label': 'DEP'}, {'start': 87, 'end': 92, 'label': 'ARR'}]"
Peux-tu m'indiquer les trajets sans correspondance de GRENOBLE à GRIGNY ?,"['Peux', '-', 'tu', ""m'"", 'indiquer', 'les', 'trajets', 'sans', 'correspondance', 'de', 'GRENOBLE', 'à', 'GRIGNY', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 54, 'end': 62, 'label': 'DEP'}, {'start': 65, 'end': 71, 'label': 'ARR'}]"
Puis-je prendre un trajet de SAINT-LOUIS à CAYENNE sans escale durant les heures de pointe ?,"['Puis', '-je', 'prendre', 'un', 'trajet', 'de', 'SAINT-LOUIS', 'à', 'CAYENNE', 'sans', 'escale', 'durant', 'les', 'heures', 'de', 'pointe', '?']","[0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 29, 'end': 40, 'label': 'DEP'}, {'start': 43, 'end': 50, 'label': 'ARR'}]"
